"","year","vote","race","language","interview","gender","turnout"
"780","2000","2. Republican","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"781","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","1. Not registered, and did not vote"
"782","2000","7. Did not vote or voted but not for president (exc.1972)","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"783","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"784","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"785","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"786","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"787","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"788","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"789","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"790","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","1. Not registered, and did not vote"
"791","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"792","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"793","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","3. Voted (registered)"
"794","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"795","2000","2. Republican","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","3. Voted (registered)"
"796","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"797","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"798","2000","2. Republican","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","3. Voted (registered)"
"799","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"800","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"801","2000","7. Did not vote or voted but not for president (exc.1972)","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","2. Registered, but did not vote"
"802","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"803","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","3. Voted (registered)"
"804","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"805","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"806","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"807","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"808","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","2. Registered, but did not vote"
"809","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"810","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","3. Voted (registered)"
"811","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","2. Female","2. Registered, but did not vote"
"812","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","2. Telephone post (personal pre)","1. Male","3. Voted (registered)"
"813","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"814","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"815","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","2. Registered, but did not vote"
"816","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"817","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"818","2000","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"819","2000","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"820","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"821","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"822","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"823","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"824","2000","4. Other (incl. 3d/minor party candidates and write-ins)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"825","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"826","2000","2. Republican","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"827","2000","2. Republican","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"828","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","2. Registered, but did not vote"
"829","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"830","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"831","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"832","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
