"","year","vote","work","job","outofwork","turnout"
"807","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"808","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"809","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"810","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"811","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"812","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"813","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"814","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"815","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"816","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"817","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"818","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"819","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"820","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"821","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"822","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"823","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"824","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"825","2008","4. Other (incl. 3d/minor party candidates and write-ins)","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"826","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"827","2008","1. Democrat","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"828","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"829","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"830","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"831","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"832","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"833","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"834","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"835","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"836","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"837","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"838","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"839","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"840","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"841","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"842","2008","1. Democrat","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"843","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"844","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"845","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"846","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"847","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"848","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"849","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"850","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"851","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"852","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"853","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"854","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"855","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"856","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"857","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"858","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"859","2008","2. Republican","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"860","2008","2. Republican","5. Retired","5. Not much at all","5. No","3. Voted (registered)"
"861","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"862","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"863","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"864","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"865","2008","1. Democrat","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"866","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"867","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"868","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"869","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","1. Not registered, and did not vote"
"870","2008","2. Republican","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"871","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"872","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"873","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"874","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"875","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"876","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"877","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"878","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"879","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"880","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"881","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"882","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"883","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"884","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"885","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"886","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"887","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"888","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"889","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"890","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"891","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"892","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"893","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","3. Voted (registered)"
"894","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"895","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"896","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"897","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"898","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"899","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"900","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"901","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"902","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"903","2008","2. Republican","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"904","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"905","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"906","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"907","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"908","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"909","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"910","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"911","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"912","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"913","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"914","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
