"","year","vote","region","urbanism","grewup","turnout"
"750","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","5. In a large city (100,000-500,000)","1. Not registered, and did not vote"
"751","2000","7. Did not vote or voted but not for president (exc.1972)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","8. In a suburb of a very large city","2. Registered, but did not vote"
"752","2000","7. Did not vote or voted but not for president (exc.1972)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"753","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"754","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","7. In a very large city (over 500,000)","3. Voted (registered)"
"755","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"756","2000","7. Did not vote or voted but not for president (exc.1972)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","7. In a very large city (over 500,000)","2. Registered, but did not vote"
"757","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","2. In the country, not on a farm","1. Not registered, and did not vote"
"758","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"759","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","2. Registered, but did not vote"
"760","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"761","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"762","2000","7. Did not vote or voted but not for president (exc.1972)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"763","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"764","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","1. Not registered, and did not vote"
"765","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"766","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"767","2000","4. Other (incl. 3d/minor party candidates and write-ins)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"768","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","7. In a very large city (over 500,000)","3. Voted (registered)"
"769","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","6. In a suburb of a large city","2. Registered, but did not vote"
"770","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"771","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"772","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","7. In a very large city (over 500,000)","3. Voted (registered)"
"773","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"774","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"775","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"776","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"777","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"778","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"779","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"780","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","7. In a very large city (over 500,000)","3. Voted (registered)"
"781","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"782","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"783","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","7. In a very large city (over 500,000)","3. Voted (registered)"
"784","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"785","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"786","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"787","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","2. Registered, but did not vote"
"788","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"789","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"790","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"791","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","3. Rural, small towns, outlying and adjacent areas","7. In a very large city (over 500,000)","3. Voted (registered)"
"792","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"793","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"794","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","3. Rural, small towns, outlying and adjacent areas","6. In a suburb of a large city","3. Voted (registered)"
"795","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","3. Rural, small towns, outlying and adjacent areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"796","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"797","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"798","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","1. Not registered, and did not vote"
"799","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","1. Not registered, and did not vote"
"800","2000","7. Did not vote or voted but not for president (exc.1972)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"801","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"802","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"803","2000","4. Other (incl. 3d/minor party candidates and write-ins)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"804","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"805","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"806","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"807","2000","7. Did not vote or voted but not for president (exc.1972)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","2. In the country, not on a farm","2. Registered, but did not vote"
"808","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"809","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"810","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"811","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"812","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","2. In the country, not on a farm","3. Voted (registered)"
"813","2000","7. Did not vote or voted but not for president (exc.1972)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"814","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"815","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","2. In the country, not on a farm","3. Voted (registered)"
"816","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","1. On a farm","3. Voted (registered)"
"817","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"818","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"819","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"820","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"821","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","7. In a very large city (over 500,000)","3. Voted (registered)"
"822","2000","7. Did not vote or voted but not for president (exc.1972)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"823","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"824","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","2. Registered, but did not vote"
"825","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","1. Not registered, and did not vote"
"826","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"827","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","5. In a large city (100,000-500,000)","1. Not registered, and did not vote"
"828","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"829","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","3. Voted (registered)"
"830","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","5. In a large city (100,000-500,000)","2. Registered, but did not vote"
"831","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","3. Voted (registered)"
"832","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","6. In a suburb of a large city","3. Voted (registered)"
"833","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","3. Voted (registered)"
"834","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","3. Voted (registered)"
"835","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","3. Rural, small towns, outlying and adjacent areas","1. On a farm","2. Registered, but did not vote"
"836","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"837","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","1. Not registered, and did not vote"
"838","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"839","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"840","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","2. In the country, not on a farm","3. Voted (registered)"
"841","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"842","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"843","2000","4. Other (incl. 3d/minor party candidates and write-ins)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"844","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"845","2000","7. Did not vote or voted but not for president (exc.1972)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"846","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"847","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","1. Not registered, and did not vote"
"848","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","2. Registered, but did not vote"
"849","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"850","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","8. In a suburb of a very large city","3. Voted (registered)"
